feature_code,name,type,date_code,smokes,household_type,sex,long_term_condition,age,sm_lower_ci,sm_upper_ci,sm_percent
S12000036,City of Edinburgh,Local Authority,2013,No,All,All,All,All,84.8,90.7,87.8
S08000024,Lothian,NHS Health Board,2012,No,All,All,All,All,81,86.6,83.8
S12000028,South Ayrshire,Local Authority,2018,Yes,All,All,All,All,10.3,26.6,18.4
S08000016,Borders,NHS Health Board,2018,No,All,All,All,All,89.5,99.5,94.5
S12000027,Shetland Islands,Local Authority,2012,No,All,All,All,All,68.4,90.7,79.6
S08000026,Shetland,NHS Health Board,2014,No,All,All,All,All,88.1,99.8,93.9
S12000021,North Ayrshire,Local Authority,2018,Yes,All,All,All,All,6.9,20.5,13.7
S08000026,Shetland,NHS Health Board,2016,Yes,All,All,All,All,3.3,31.7,17.5
S12000050,North Lanarkshire,Local Authority,2016,No,All,All,All,All,82.4,91.1,86.8
S08000028,Western Isles,NHS Health Board,2014,No,All,All,All,All,74.4,91.9,83.2
S08000028,Western Isles,NHS Health Board,2014,Yes,All,All,All,All,8.1,25.6,16.8
S08000019,Forth Valley,NHS Health Board,2014,Yes,All,All,All,All,15.4,24.2,19.8
S12000020,Moray,Local Authority,2014,Yes,All,All,All,All,10.5,25.5,18
S08000028,Western Isles,NHS Health Board,2017,Yes,All,All,All,All,6,22.9,14.4
S12000048,Perth and Kinross,Local Authority,2016,Yes,All,All,All,All,6,19.1,12.6
S12000047,Fife,Local Authority,2013,Yes,All,All,All,All,14.8,23.4,19.1
S12000005,Clackmannanshire,Local Authority,2013,No,All,All,All,All,75.7,91.6,83.7
S12000006,Dumfries and Galloway,Local Authority,2013,Yes,All,All,All,All,9.5,24.1,16.8
S08000028,Western Isles,NHS Health Board,2016,Yes,All,All,All,All,2.7,18.3,10.5
S12000021,North Ayrshire,Local Authority,2015,Yes,All,All,All,All,10.2,22.4,16.3
S12000023,Orkney Islands,Local Authority,2016,Yes,All,All,All,All,3,10.5,6.7
S12000050,North Lanarkshire,Local Authority,2019,No,All,All,All,All,87.4,94.6,91
S08000017,Dumfries and Galloway,NHS Health Board,2012,Yes,All,All,All,All,8.7,16,12.3
S12000038,Renfrewshire,Local Authority,2019,No,All,All,All,All,83,93.3,88.1
S12000049,Glasgow City,Local Authority,2018,Yes,All,All,All,All,13.3,21.9,17.6
S08000017,Dumfries and Galloway,NHS Health Board,2014,No,All,All,All,All,68.4,84.1,76.3
S12000034,Aberdeenshire,Local Authority,2019,No,All,All,All,All,88.7,95,91.8
S12000033,Aberdeen City,Local Authority,2014,No,All,All,All,All,75.4,89.8,82.6
S12000035,Argyll and Bute,Local Authority,2019,No,All,All,All,All,88.1,95,91.5
S12000018,Inverclyde,Local Authority,2013,Yes,All,All,All,All,13.9,30.7,22.3
S12000029,South Lanarkshire,Local Authority,2015,No,All,All,All,All,85.4,93.7,89.5
S12000039,West Dunbartonshire,Local Authority,2019,No,All,All,All,All,91.2,97.7,94.5
S12000050,North Lanarkshire,Local Authority,2012,No,All,All,All,All,75.5,85.4,80.5
S08000020,Grampian,NHS Health Board,2016,Yes,All,All,All,All,10.7,17.1,13.9
S12000049,Glasgow City,Local Authority,2013,No,All,All,All,All,75.9,83.7,79.8
S12000013,Na h-Eileanan Siar,Local Authority,2012,No,All,All,All,All,72.4,90.1,81.3
S92000003,Scotland,Scotland,2018,Yes,All,All,All,All,11.1,13.2,12.2
S12000021,North Ayrshire,Local Authority,2013,No,All,All,All,All,60.6,83.6,72.1
S08000025,Orkney,NHS Health Board,2014,No,All,All,All,All,74.9,93.4,84.1
S12000038,Renfrewshire,Local Authority,2016,Yes,All,All,All,All,8.4,19.5,14
S12000045,East Dunbartonshire,Local Authority,2012,No,All,All,All,All,84.9,96,90.4
S12000038,Renfrewshire,Local Authority,2017,Yes,All,All,All,All,4.2,15.2,9.7
S12000040,West Lothian,Local Authority,2016,Yes,All,All,All,All,8.4,19.5,13.9
S08000020,Grampian,NHS Health Board,2018,Yes,All,All,All,All,8.6,14.7,11.7
S12000030,Stirling,Local Authority,2012,No,All,All,All,All,76.3,92.2,84.2
S08000029,Fife,NHS Health Board,2016,Yes,All,All,All,All,10.3,20.1,15.2
S12000030,Stirling,Local Authority,2013,No,All,All,All,All,79.6,92.5,86.1
S08000025,Orkney,NHS Health Board,2017,Yes,All,All,All,All,1.9,20.8,11.3
S12000021,North Ayrshire,Local Authority,2012,No,All,All,All,All,74.7,90.3,82.5
S12000006,Dumfries and Galloway,Local Authority,2016,No,All,All,All,All,75,90.5,82.8
S08000025,Orkney,NHS Health Board,2012,No,All,All,All,All,84.1,96,90
S12000020,Moray,Local Authority,2016,Yes,All,All,All,All,7.1,21.2,14.1
S08000028,Western Isles,NHS Health Board,2013,No,All,All,All,All,69.8,88.6,79.2
S12000047,Fife,Local Authority,2015,Yes,All,All,All,All,11.6,21.4,16.5
S08000016,Borders,NHS Health Board,2015,No,All,All,All,All,84.4,96.6,90.5
S12000013,Na h-Eileanan Siar,Local Authority,2013,No,All,All,All,All,69.8,88.6,79.2
S12000045,East Dunbartonshire,Local Authority,2018,Yes,All,All,All,All,2,9.8,5.9
S12000005,Clackmannanshire,Local Authority,2013,Yes,All,All,All,All,8.4,24.3,16.3
S12000026,Scottish Borders,Local Authority,2015,No,All,All,All,All,84.4,96.6,90.5
S12000047,Fife,Local Authority,2018,Yes,All,All,All,All,9.9,19,14.4
S08000020,Grampian,NHS Health Board,2013,Yes,All,All,All,All,12.5,20.8,16.6
S12000010,East Lothian,Local Authority,2012,No,All,All,All,All,78.8,93.9,86.3
S12000010,East Lothian,Local Authority,2014,Yes,All,All,All,All,4.9,33.4,19.1
S08000020,Grampian,NHS Health Board,2013,No,All,All,All,All,79,87.2,83.1
S12000014,Falkirk,Local Authority,2012,No,All,All,All,All,80.5,91.2,85.8
S12000050,North Lanarkshire,Local Authority,2016,Yes,All,All,All,All,8.9,17.6,13.2
S08000019,Forth Valley,NHS Health Board,2013,No,All,All,All,All,84.1,90.9,87.5
S12000045,East Dunbartonshire,Local Authority,2016,No,All,All,All,All,80.7,95,87.8
S08000032,Lanarkshire,NHS Health Board,2012,No,All,All,All,All,78.3,84.8,81.5
S12000036,City of Edinburgh,Local Authority,2018,No,All,All,All,All,90.1,94.8,92.4
S12000026,Scottish Borders,Local Authority,2019,Yes,All,All,All,All,2.5,14,8.3
S12000048,Perth and Kinross,Local Authority,2018,No,All,All,All,All,83.1,94.4,88.7
S08000015,Ayrshire and Arran,NHS Health Board,2018,No,All,All,All,All,86.9,92.4,89.6
S12000050,North Lanarkshire,Local Authority,2018,No,All,All,All,All,84.4,92.9,88.7
S92000003,Scotland,Scotland,2018,No,All,All,All,All,89.6,91.2,90.4
S12000049,Glasgow City,Local Authority,2018,No,All,All,All,All,80.3,88.4,84.3
S08000019,Forth Valley,NHS Health Board,2018,No,All,All,All,All,87.5,93.5,90.5
S12000033,Aberdeen City,Local Authority,2018,Yes,All,All,All,All,7.3,16.1,11.7
S12000038,Renfrewshire,Local Authority,2018,No,All,All,All,All,82,92.4,87.2
S12000026,Scottish Borders,Local Authority,2018,Yes,All,All,All,All,4,14.9,9.4
S08000016,Borders,NHS Health Board,2015,Yes,All,All,All,All,5.4,16.4,10.9
S12000028,South Ayrshire,Local Authority,2018,No,All,All,All,All,86.7,95.8,91.3
S12000023,Orkney Islands,Local Authority,2019,Yes,All,All,All,All,1.8,10.8,6.3
S12000019,Midlothian,Local Authority,2018,No,All,All,All,All,85.6,95.3,90.4
S08000030,Tayside,NHS Health Board,2019,No,All,All,All,All,88.9,95,91.9
S12000048,Perth and Kinross,Local Authority,2014,Yes,All,All,All,All,2.5,9.4,5.9
S12000042,Dundee City,Local Authority,2016,Yes,All,All,All,All,2.9,15.8,9.4
S08000030,Tayside,NHS Health Board,2016,Yes,All,All,All,All,7.4,13.8,10.6
S12000040,West Lothian,Local Authority,2016,Yes,All,All,All,All,5.6,17.5,11.5
S12000035,Argyll and Bute,Local Authority,2016,Yes,All,All,All,All,2.8,9.8,6.3
S08000029,Fife,NHS Health Board,2012,Yes,All,All,All,All,7.1,14.4,10.7
S12000028,South Ayrshire,Local Authority,2013,Yes,All,All,All,All,7,25.8,16.4
S08000016,Borders,NHS Health Board,2014,Yes,All,All,All,All,4.6,15.6,10.1
S12000028,South Ayrshire,Local Authority,2015,Yes,All,All,All,All,7,21.1,14
S12000005,Clackmannanshire,Local Authority,2014,No,All,All,All,All,66.4,84.6,75.5
S12000034,Aberdeenshire,Local Authority,2013,Yes,All,All,All,All,11.2,24.2,17.7
S12000027,Shetland Islands,Local Authority,2014,Yes,All,All,All,All,0.2,12,6.1
S12000026,Scottish Borders,Local Authority,2015,Yes,All,All,All,All,3.4,15.6,9.5
S12000006,Dumfries and Galloway,Local Authority,2012,Yes,All,All,All,All,14.4,29.3,21.8
S08000016,Borders,NHS Health Board,2015,Yes,All,All,All,All,3.4,15.6,9.5
S08000022,Highland,NHS Health Board,2017,Yes,All,All,All,All,6,13.5,9.7
S08000015,Ayrshire and Arran,NHS Health Board,2015,Yes,All,All,All,All,10.1,17,13.6
S92000003,Scotland,Scotland,2013,Yes,All,All,All,All,15.1,17.4,16.2
S12000005,Clackmannanshire,Local Authority,2019,Yes,All,All,All,All,7.4,22.8,15.1
S12000030,Stirling,Local Authority,2012,Yes,All,All,All,All,7.9,23.7,15.8
S12000006,Dumfries and Galloway,Local Authority,2019,No,All,All,All,All,80.6,94,87.3
S12000018,Inverclyde,Local Authority,2014,No,All,All,All,All,80,94.1,87
S12000010,East Lothian,Local Authority,2019,No,All,All,All,All,85.4,96.6,91
S12000047,Fife,Local Authority,2012,No,All,All,All,All,77.3,86.2,81.8
S08000029,Fife,NHS Health Board,2019,No,All,All,All,All,87.9,94.4,91.2
S08000015,Ayrshire and Arran,NHS Health Board,2019,Yes,All,All,All,All,7.4,13.3,10.3
S08000024,Lothian,NHS Health Board,2013,Yes,All,All,All,All,7.7,12.8,10.3
S12000038,Renfrewshire,Local Authority,2018,Yes,All,All,All,All,7.6,18,12.8
S12000039,West Dunbartonshire,Local Authority,2018,Yes,All,All,All,All,3,10.4,6.7
S12000040,West Lothian,Local Authority,2018,Yes,All,All,All,All,0.5,7,3.8
S12000039,West Dunbartonshire,Local Authority,2018,No,All,All,All,All,89.6,97,93.3
S08000025,Orkney,NHS Health Board,2015,Yes,All,All,All,All,4.1,16.4,10.3
S12000019,Midlothian,Local Authority,2018,Yes,All,All,All,All,4.7,14.4,9.6
S12000040,West Lothian,Local Authority,2018,No,All,All,All,All,93,99.5,96.2
S08000020,Grampian,NHS Health Board,2018,No,All,All,All,All,87.5,92.1,89.8
S08000022,Highland,NHS Health Board,2018,No,All,All,All,35-64,81.1,87.7,84.4
S08000022,Highland,NHS Health Board,2018,No,All,All,All,16-34,66.3,82.6,74.5
S12000041,Angus,Local Authority,2018,No,All,All,All,All,77.6,86,81.8
S12000038,Renfrewshire,Local Authority,2018,No,All,All,All,All,78.1,84.8,81.5
S08000022,Highland,NHS Health Board,2017,Yes,All,All,All,35-64,14.9,21.8,18.4
S08000032,Lanarkshire,NHS Health Board,2018,No,All,All,All,35-64,74,80.2,77.1
S08000017,Dumfries and Galloway,NHS Health Board,2016,No,All,All,All,16-64,65.1,76,70.5
S08000017,Dumfries and Galloway,NHS Health Board,2016,Yes,All,All,All,35-64,19.3,31.6,25.5
S12000020,Moray,Local Authority,2017,Yes,All,All,All,All,15.1,24.1,19.6
S08000022,Highland,NHS Health Board,2018,Yes,All,All,All,All,13.3,18.7,16
S12000008,East Ayrshire,Local Authority,2017,Yes,All,All,All,35-64,14.6,28,21.3
S08000022,Highland,NHS Health Board,2016,No,All,All,All,16-64,77.5,84.4,80.9
S92000003,Scotland,Scotland,2017,Yes,All,All,All,65 and over,10.4,12.2,11.3
S08000026,Shetland,NHS Health Board,2018,Yes,All,All,All,All,6.1,12.3,9.2
S08000032,Lanarkshire,NHS Health Board,2012,No,All,All,All,16-34,64.3,74.3,69.3
S12000042,Dundee City,Local Authority,2015,Yes,All,All,All,65 and over,12.1,28.5,20.3
S08000031,Greater Glasgow and Clyde,NHS Health Board,2018,Yes,All,All,All,16-64,18.2,21.7,19.9
S12000014,Falkirk,Local Authority,2015,No,All,All,All,65 and over,79.1,92.9,86
S12000050,North Lanarkshire,Local Authority,2017,No,All,All,All,16-64,71.8,79.9,75.8
S08000031,Greater Glasgow and Clyde,NHS Health Board,2017,No,All,All,All,All,78.8,81.8,80.3
S12000045,East Dunbartonshire,Local Authority,2018,No,All,All,All,All,90.2,95.4,92.8
S08000020,Grampian,NHS Health Board,2018,No,All,All,All,35-64,79.5,84.7,82.1
S12000030,Stirling,Local Authority,2018,No,All,All,All,All,79.7,88.9,84.3
S08000019,Forth Valley,NHS Health Board,2012,No,All,All,All,35-64,72.8,80.2,76.5
S08000032,Lanarkshire,NHS Health Board,2012,No,All,All,All,35-64,68.3,74.9,71.6
S08000020,Grampian,NHS Health Board,2018,No,All,All,All,16-64,79.1,83.9,81.5
S12000029,South Lanarkshire,Local Authority,2016,No,All,All,All,65 and over,85.6,93,89.3
S08000020,Grampian,NHS Health Board,2013,No,All,All,All,16-34,67.2,77.6,72.4
S08000028,Western Isles,NHS Health Board,2018,No,All,All,All,16-34,76.4,93.1,84.7
S12000038,Renfrewshire,Local Authority,2014-2017,No,All,All,All,All,77.5,81.4,79.4
S12000018,Inverclyde,Local Authority,2013,No,All,All,All,All,69.8,80.4,75.1
S08000028,Western Isles,NHS Health Board,2018,No,All,All,All,65 and over,80.1,96.1,88.1
S12000047,Fife,Local Authority,2018,No,All,All,All,All,78.6,84.3,81.5
S12000021,North Ayrshire,Local Authority,2017,Yes,All,All,All,35-64,19.9,33.9,26.9
S08000029,Fife,NHS Health Board,2015,Yes,All,All,All,16-34,22.4,36,29.2
S08000017,Dumfries and Galloway,NHS Health Board,2018,Yes,All,All,All,All,12.6,19.1,15.8
S08000029,Fife,NHS Health Board,2018,Yes,All,All,All,16-64,17.2,24.3,20.7
S08000016,Borders,NHS Health Board,2018,Yes,All,All,All,16-64,12,22.5,17.3
S12000030,Stirling,Local Authority,2013,No,All,All,All,65 and over,86.8,96.7,91.8
S12000005,Clackmannanshire,Local Authority,2015,No,All,All,All,35-64,64.1,87.8,75.9
S08000025,Orkney,NHS Health Board,2016,Yes,All,All,All,65 and over,1.6,7.8,4.7
S12000038,Renfrewshire,Local Authority,2016-2017,No,All,All,All,All,78.5,83.6,81
S12000026,Scottish Borders,Local Authority,2012-2013,No,All,All,All,All,75.6,81.6,78.6
S08000031,Greater Glasgow and Clyde,NHS Health Board,2015,No,All,All,All,16-34,73.8,79.6,76.7
S12000038,Renfrewshire,Local Authority,2015,No,All,All,All,16-34,65.3,82.1,73.7
S12000036,City of Edinburgh,Local Authority,2015,No,All,All,All,16-34,77.2,86,81.6
S12000035,Argyll and Bute,Local Authority,2015,No,All,All,All,16-34,60.5,83.6,72
S12000011,East Renfrewshire,Local Authority,2013,No,All,All,All,65 and over,91.5,99.4,95.4
S08000020,Grampian,NHS Health Board,2016,Yes,All,All,All,35-64,19.3,25.2,22.2
S12000036,City of Edinburgh,Local Authority,2017,Yes,All,All,All,65 and over,8.5,15.9,12.2
S08000029,Fife,NHS Health Board,2016,Yes,All,All,All,35-64,18.7,26.7,22.7
S12000040,West Lothian,Local Authority,2017,Yes,All,All,All,65 and over,4.4,14.6,9.5
S12000042,Dundee City,Local Authority,2017,Yes,All,All,All,16-34,10.8,27.5,19.2
S08000031,Greater Glasgow and Clyde,NHS Health Board,2016,No,All,All,All,65 and over,83,87.6,85.3
S12000014,Falkirk,Local Authority,2017,No,All,All,All,65 and over,82.6,94.9,88.7
S12000045,East Dunbartonshire,Local Authority,2015,No,All,All,All,35-64,73.2,86.3,79.8
S08000026,Shetland,NHS Health Board,2016,No,All,All,All,35-64,74.5,86.6,80.6
S12000021,North Ayrshire,Local Authority,2013,Yes,All,All,All,65 and over,8.3,21.1,14.7
S08000029,Fife,NHS Health Board,2014,Yes,All,All,All,16-34,22.2,35.5,28.8
S08000019,Forth Valley,NHS Health Board,2014,No,All,All,All,35-64,71.6,79.7,75.7
S08000030,Tayside,NHS Health Board,2017,Yes,All,All,All,All,14.5,19,16.7
S08000030,Tayside,NHS Health Board,2017,Yes,All,All,All,16-34,14.9,25.8,20.3
S12000020,Moray,Local Authority,2015,No,All,All,All,All,71.7,80.9,76.3
S08000016,Borders,NHS Health Board,2012,No,All,All,All,16-64,70.9,82.4,76.6
S12000033,Aberdeen City,Local Authority,2016,No,All,All,All,All,77.7,84.1,80.9
S12000008,East Ayrshire,Local Authority,2017,No,All,All,All,65 and over,84.4,94.4,89.4
S08000020,Grampian,NHS Health Board,2016,No,All,All,All,All,78.7,83.1,80.9
S12000050,North Lanarkshire,Local Authority,2012-2015,No,All,All,All,All,72.3,75.6,73.9
S08000025,Orkney,NHS Health Board,2013,No,All,All,All,All,73.6,86.5,80
S92000003,Scotland,Scotland,2013,No,All,All,All,16-64,74,75.8,74.9
S12000042,Dundee City,Local Authority,2013,No,All,All,All,16-64,70,79.3,74.7
S12000049,Glasgow City,Local Authority,2014,No,All,All,All,16-34,73.6,81.5,77.5
S08000024,Lothian,NHS Health Board,2015,No,All,All,All,16-34,75.8,83.7,79.8
S08000025,Orkney,NHS Health Board,2015,No,All,All,All,All,77.9,88.3,83.1
S12000030,Stirling,Local Authority,2012-2013,No,All,All,All,All,77.2,83.7,80.4
S12000017,Highland,Local Authority,2016,No,All,All,All,All,80.6,87.2,83.9
S12000008,East Ayrshire,Local Authority,2016,No,All,All,All,All,73.4,82.5,77.9
S12000047,Fife,Local Authority,2014-2015,No,All,All,All,All,76.9,80.9,78.9
S08000025,Orkney,NHS Health Board,2012,No,All,All,All,65 and over,81.4,94,87.7
S12000026,Scottish Borders,Local Authority,2016,No,All,All,All,16-64,76.4,86.7,81.5
S08000029,Fife,NHS Health Board,2014,No,All,All,All,16-64,73.6,80.4,77
S12000048,Perth and Kinross,Local Authority,2013,No,All,All,All,16-34,53.2,81,67.1
S08000028,Western Isles,NHS Health Board,2013,No,All,All,All,16-34,68.6,90.5,79.6
S12000013,Na h-Eileanan Siar,Local Authority,2015,No,All,All,All,All,72.5,82.1,77.3
S08000026,Shetland,NHS Health Board,2013,No,All,All,All,16-34,70.8,95.1,83
S08000024,Lothian,NHS Health Board,2013,No,All,All,All,16-64,76.6,80.6,78.6
S08000026,Shetland,NHS Health Board,2013,No,All,All,All,16-64,75.6,89,82.3
S12000019,Midlothian,Local Authority,2014,No,All,All,All,All,71.5,82.5,77
S08000030,Tayside,NHS Health Board,2018,No,All,All,All,16-34,70.7,83.7,77.2
S12000050,North Lanarkshire,Local Authority,2014-2017,No,All,All,All,All,75.2,78.4,76.8
S08000020,Grampian,NHS Health Board,2013,No,All,All,All,35-64,72.2,79.3,75.8
S12000018,Inverclyde,Local Authority,2018,No,All,All,All,All,74.5,84.4,79.4
S12000050,North Lanarkshire,Local Authority,2012,No,All,All,All,35-64,63.2,72.6,67.9
S08000032,Lanarkshire,NHS Health Board,2017,No,All,All,All,65 and over,83.9,89.9,86.9
S12000040,West Lothian,Local Authority,2014,No,All,All,All,16-34,58.8,82.5,70.6
S08000029,Fife,NHS Health Board,2015,No,All,All,All,16-64,70.1,77.3,73.7
S08000017,Dumfries and Galloway,NHS Health Board,2014,No,All,All,All,All,72,79.7,75.8
S12000041,Angus,Local Authority,2013,No,All,All,All,16-34,57.7,81.4,69.5
S92000003,Scotland,Scotland,2012,No,All,All,All,16-34,72,75.1,73.5
S12000040,West Lothian,Local Authority,2013,No,All,All,All,16-34,71.6,89.9,80.8
S12000027,Shetland Islands,Local Authority,2018,No,All,All,All,16-64,85,93.3,89.2
S92000003,Scotland,Scotland,2015,No,All,All,All,35-64,76.1,78,77.1
S12000041,Angus,Local Authority,2015,No,All,All,All,All,78.1,86.5,82.3
S92000003,Scotland,Scotland,2017,No,All,All,All,35-64,79,80.9,79.9
S12000018,Inverclyde,Local Authority,2018,No,All,All,All,65 and over,75,87.7,81.4
S12000038,Renfrewshire,Local Authority,2017,No,All,All,All,16-34,74.9,90.6,82.8
S12000017,Highland,Local Authority,2018,No,All,All,All,65 and over,87.8,94.9,91.4
S08000025,Orkney,NHS Health Board,2017,No,All,All,All,All,75.1,87.5,81.3
S12000045,East Dunbartonshire,Local Authority,2018,No,All,All,All,16-64,87.8,94.6,91.2
S12000050,North Lanarkshire,Local Authority,2013,No,All,All,All,All,68.4,75.3,71.8
S12000011,East Renfrewshire,Local Authority,2018,No,All,All,All,16-64,83.2,91.9,87.5
S08000022,Highland,NHS Health Board,2017,No,All,All,All,All,80,85.5,82.8
S12000049,Glasgow City,Local Authority,2013,No,All,All,All,16-34,69.3,78.1,73.7
S08000032,Lanarkshire,NHS Health Board,2015,No,All,All,All,16-34,73,81.8,77.4
S12000027,Shetland Islands,Local Authority,2015,No,All,All,All,All,77.4,87.8,82.6
S12000023,Orkney Islands,Local Authority,2018,No,All,All,All,16-34,80.9,94.6,87.8
S12000014,Falkirk,Local Authority,2018,No,All,All,All,65 and over,87.2,95.7,91.5
S08000015,Ayrshire and Arran,NHS Health Board,2017,No,All,All,All,All,78.4,83.5,80.9
S12000008,East Ayrshire,Local Authority,2012-2015,No,All,All,All,All,73.1,77.8,75.5
S12000017,Highland,Local Authority,2018,No,All,All,All,35-64,81.3,89.2,85.3
S12000045,East Dunbartonshire,Local Authority,2018,No,All,All,All,65 and over,94.1,100,97.1
S12000041,Angus,Local Authority,2018,No,All,All,All,16-34,74.8,91.2,83
S12000047,Fife,Local Authority,2018,No,All,All,All,65 and over,84.7,91.7,88.2
S12000011,East Renfrewshire,Local Authority,2018,No,All,All,All,65 and over,83.1,95.9,89.5
S08000015,Ayrshire and Arran,NHS Health Board,2012,No,All,All,All,16-34,62.5,76.7,69.6
S12000021,North Ayrshire,Local Authority,2018,No,All,All,All,65 and over,83.3,93.4,88.3
S12000005,Clackmannanshire,Local Authority,2017,No,All,All,All,35-64,69.7,87.3,78.5
S12000028,South Ayrshire,Local Authority,2017,No,All,All,All,35-64,76,88,82
S08000020,Grampian,NHS Health Board,2017,No,All,All,All,65 and over,87.2,92.4,89.8
S08000028,Western Isles,NHS Health Board,2016,No,All,All,All,16-34,59.6,89.1,74.3
S08000026,Shetland,NHS Health Board,2017,No,All,All,All,All,71.7,83.5,77.6
S12000006,Dumfries and Galloway,Local Authority,2017,No,All,All,All,35-64,70.2,81.7,76
S12000018,Inverclyde,Local Authority,2019,No,All,All,All,All,77.5,85.3,81.4
S08000031,Greater Glasgow and Clyde,NHS Health Board,2014,No,All,All,All,16-64,73.8,77.5,75.6
S12000047,Fife,Local Authority,2017,No,All,All,All,35-64,77.7,85.3,81.5
S12000050,North Lanarkshire,Local Authority,2018,No,All,All,All,65 and over,81,90.1,85.6
S12000036,City of Edinburgh,Local Authority,2018,No,All,All,All,16-34,81.4,88.3,84.8
S12000029,South Lanarkshire,Local Authority,2019,No,All,All,All,All,79.8,85.1,82.4
S12000030,Stirling,Local Authority,2014,No,All,All,All,35-64,69.2,84.8,77
S12000033,Aberdeen City,Local Authority,2012,No,All,All,All,35-64,66.6,78.1,72.4
S12000035,Argyll and Bute,Local Authority,2012,No,All,All,All,35-64,56,72.6,64.3
S12000038,Renfrewshire,Local Authority,2019,No,All,All,All,All,77.9,85.2,81.5
S12000014,Falkirk,Local Authority,2019,No,All,All,All,All,82.2,88.6,85.4
S12000010,East Lothian,Local Authority,2012-2015,No,All,All,All,All,74.9,81,78
S12000011,East Renfrewshire,Local Authority,2012-2015,No,All,All,All,All,84.2,88.5,86.3
S12000033,Aberdeen City,Local Authority,2014,No,All,All,All,16-34,64,77.4,70.7
S12000045,East Dunbartonshire,Local Authority,2014,No,All,All,All,16-34,87.9,100,94.1
S12000005,Clackmannanshire,Local Authority,2017,No,All,All,All,65 and over,72.2,92.1,82.1
S12000013,Na h-Eileanan Siar,Local Authority,2013,No,All,All,All,65 and over,82.9,96,89.5
S12000045,East Dunbartonshire,Local Authority,2015,No,All,All,All,All,78.3,87.4,82.8
S08000015,Ayrshire and Arran,NHS Health Board,2012,No,All,All,All,35-64,70.7,78.2,74.4
S12000005,Clackmannanshire,Local Authority,2013,No,All,All,All,All,73.2,84.6,78.9
S12000011,East Renfrewshire,Local Authority,2015,No,All,All,All,All,86.1,93.1,89.6
S12000034,Aberdeenshire,Local Authority,2014,No,All,All,All,All,76.1,82.9,79.5
S12000033,Aberdeen City,Local Authority,2019,No,All,All,All,All,80.9,87.1,84
S08000015,Ayrshire and Arran,NHS Health Board,2012,No,All,All,All,16-64,69.4,76.2,72.8
S12000010,East Lothian,Local Authority,2017,No,All,All,All,16-34,73.5,93.1,83.3
S12000020,Moray,Local Authority,2015,No,All,All,All,35-64,65.6,79.4,72.5
S12000042,Dundee City,Local Authority,2015,No,All,All,All,All,69.7,79.6,74.6
S12000028,South Ayrshire,Local Authority,2017,No,All,All,All,65 and over,84.8,95.9,90.4
S08000032,Lanarkshire,NHS Health Board,2012,No,All,All,All,All,71.7,76.4,74.1
S12000029,South Lanarkshire,Local Authority,2017,No,All,All,All,35-64,78,85.4,81.7
S12000023,Orkney Islands,Local Authority,2013,No,All,All,All,16-64,67.9,84.2,76
S12000023,Orkney Islands,Local Authority,2012,No,All,All,All,16-64,75.7,86.8,81.3
S12000021,North Ayrshire,Local Authority,2012,No,All,All,All,16-64,61.7,74.3,68
S12000019,Midlothian,Local Authority,2012-2015,No,All,All,All,All,73.9,80.1,77
S08000028,Western Isles,NHS Health Board,2015,No,All,All,All,65 and over,70.2,88.8,79.5
S12000028,South Ayrshire,Local Authority,2012,No,All,All,All,16-64,75.9,86.3,81.1
S12000045,East Dunbartonshire,Local Authority,2015,No,All,All,All,16-64,73.3,85.1,79.2
S08000020,Grampian,NHS Health Board,2013,No,All,All,All,All,74.8,79.8,77.3
S08000028,Western Isles,NHS Health Board,2012,No,All,All,All,All,73.4,83.2,78.3
S12000036,City of Edinburgh,Local Authority,2012-2015,No,All,All,All,All,80.1,82.5,81.3
S08000022,Highland,NHS Health Board,2013,No,All,All,All,All,77.9,83.8,80.9
S12000034,Aberdeenshire,Local Authority,2015,No,All,All,All,35-64,75.3,84.6,80
S12000036,City of Edinburgh,Local Authority,2013,No,All,All,All,16-34,75.6,83.6,79.6
S12000019,Midlothian,Local Authority,2014,No,All,All,All,35-64,70.8,86.1,78.5
S12000029,South Lanarkshire,Local Authority,2015,No,All,All,All,35-64,74.8,83.1,78.9
S12000034,Aberdeenshire,Local Authority,2012-2015,No,All,All,All,All,77.5,81.1,79.3
S12000029,South Lanarkshire,Local Authority,2012-2015,No,All,All,All,All,76.6,79.7,78.1
S12000005,Clackmannanshire,Local Authority,2012,No,All,All,All,35-64,59.7,76.3,68
S12000030,Stirling,Local Authority,2016,No,All,All,All,16-64,78.2,88,83.1
S12000033,Aberdeen City,Local Authority,2016,No,All,All,All,16-64,75.9,83.2,79.6
S12000029,South Lanarkshire,Local Authority,2016,No,All,All,All,16-64,73.8,81.5,77.6
S08000031,Greater Glasgow and Clyde,NHS Health Board,2013,No,All,All,All,16-34,72.6,79.1,75.9
S12000029,South Lanarkshire,Local Authority,2017,No,All,All,All,16-34,73.3,86.3,79.8
S08000022,Highland,NHS Health Board,2015,No,All,All,All,65 and over,88.1,94.2,91.1
S12000018,Inverclyde,Local Authority,2013,No,All,All,All,65 and over,75.4,90.2,82.8
S08000032,Lanarkshire,NHS Health Board,2017,No,All,All,All,35-64,75.4,81.4,78.4
S12000039,West Dunbartonshire,Local Authority,2012-2015,No,All,All,All,All,70.8,75.8,73.3
S12000041,Angus,Local Authority,2016,No,All,All,All,16-64,76.5,86.4,81.4
